state_id,county,policy_level,date,policy_type,start_stop
MI,Menominee,county,7/31/20,Entertainment,start
PA,Crawford County,county,3/31/20,Shelter in Place,start
ID,,state,3/16/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
VA,,state,3/12/20,State of Emergency,start
TX,Bexar,county,5/19/20,Manufacturing,start
ND,McIntosh,county,9/3/20,Outdoor and Recreation,start
TX,Milam County,county,3/25/20,Shelter in Place,start
NJ,,state,3/22/20,Allow Audio Only Telehealth,start
ND,Pierce,county,9/3/20,Food and Drink,start
TX,Bee County,county,3/28/20,Shelter in Place,start
WV,,state,5/4/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
TX,Bexar,county,5/19/20,Outdoor and Recreation,start
OH,Licking,county,7/17/20,Mask Requirement,start
MS,Jackson,county,7/13/20,Day Care,start
NH,Merrimack,county,6/15/20,Food and Drink,start
CA,Alameda,county,5/29/20,Non-Essential Businesses,start
TX,Collin County,county,3/24/20,Shelter in Place,start
IN,,state,3/19/20,Order Freezing Utility Shut Offs,start
CA,Stanislaus County,county,4/2/20,Shelter in Place,start
ME,,state,3/16/20,Order Freezing Utility Shut Offs,start
NE,Rock,county,4/1/20,Shelter in Place,start
NE,Lancaster,county,9/14/20,Childcare (K-12),start
WV,,state,8/12/20,Nursing Homes,start
MA,,state,3/23/20,Day Care,start
MS,,state,3/23/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
MS,Grenada,county,7/13/20,Non-Essential Businesses,start
NJ,,state,3/16/20,Food and Drink,start
NE,Chase,county,5/11/20,Shelter in Place,stop
WV,,state,5/18/20,Gyms,stop
TX,Newton County,county,4/30/20,Shelter in Place,stop
WI,,state,5/13/20,Shelter in Place,stop
MS,Grenada,county,7/20/20,Entertainment,stop
NE,Lancaster,county,5/6/20,Shelter in Place,stop
MD,,state,5/15/20,Non-Essential Businesses,stop
MO,Iron County,county,5/1/20,Shelter in Place,stop
GA,Clayton County,county,4/12/20,Shelter in Place,stop
TX,,state,4/30/20,Shelter in Place,stop
MO,,state,5/4/20,Gyms,stop
MS,Calhoun,county,8/3/20,Phase 3,stop
NE,,state,5/18/20,Food and Drink,stop
MS,Warren County,county,4/20/20,Shelter in Place,stop
MO,Jackson,county,5/31/20,Personal Care,stop
IN,Marion,county,5/13/20,Phase 3,stop
VA,,state,5/29/20,Non-Essential Businesses,stop
KS,,state,5/4/20,Non-Essential Businesses,stop
MO,Jefferson County,county,4/23/20,Shelter in Place,stop
CA,Mendocino County,county,5/10/20,Shelter in Place,stop
TX,Milam County,county,5/4/20,Shelter in Place,stop
MS,Holmes,county,8/3/20,Phase 3,stop
FL,Palm Beach,county,7/5/20,Outdoor and Recreation,stop
PA,Forest County,county,4/30/20,Shelter in Place,stop
PA,Westmoreland County,county,4/30/20,Shelter in Place,stop
TX,Bexar,county,6/4/20,Food and Drink,stop
NE,Howard,county,5/11/20,Shelter in Place,stop
AK,Skagway Municipality,county,4/8/20,Shelter in Place,stop
TN,Montgomery County,county,4/8/20,Shelter in Place,stop
CO,Arapahoe County,county,3/26/20,Shelter in Place,stop
NE,Nuckolls,county,5/11/20,Shelter in Place,stop
PR,,state,5/24/20,Shelter in Place,stop
NE,Pierce,county,5/11/20,Shelter in Place,stop
NM,,state,6/1/20,Food and Drink,stop
NE,Pawnee,county,5/11/20,Shelter in Place,stop
NE,Kearney,county,5/11/20,Shelter in Place,stop
MS,Harrison,county,7/20/20,Non-Essential Businesses,stop
MS,Yalobusha,county,8/3/20,Phase 3,stop
IN,Marion,county,5/13/20,Phase 3,stop
NE,Butler,county,5/6/20,Shelter in Place,stop
MS,,state,4/27/20,Non-Essential Businesses,stop
KS,Douglas County,county,4/23/20,Shelter in Place,stop
CA,Solano County,county,4/30/20,Shelter in Place,stop
TX,Montague County,county,4/2/20,Shelter in Place,stop
CO,Douglas County,county,3/26/20,Shelter in Place,stop
GA,Bartow County,county,4/7/20,Shelter in Place,stop
MS,Wayne,county,7/20/20,Food and Drink,stop
CO,San Miguel County,county,5/1/20,Shelter in Place,stop
FL,Miami-Dade,county,7/6/20,Outdoor and Recreation,stop
KS,Sumner County,county,4/25/20,Shelter in Place,stop
PA,Pike County,county,4/30/20,Shelter in Place,stop
CO,,state,5/1/20,Non-Essential Businesses,stop
GA,,state,5/1/20,Non-Essential Businesses,stop
AZ,,state,5/8/20,Non-Essential Businesses,stop
NE,Otoe,county,5/11/20,Shelter in Place,stop
VA,,state,6/10/20,Shelter in Place,stop
MO,,state,5/4/20,Non-Essential Businesses,stop
MO,Cass County,county,4/24/20,Shelter in Place,stop
TX,Hockley County,county,4/30/20,Shelter in Place,stop
FL,Alachua County,county,5/3/20,Shelter in Place,stop
TX,Burnet County,county,4/2/20,Shelter in Place,stop
HI,Honolulu,county,10/31/20,Non-Essential Businesses,stop
OK,,state,5/1/20,Gyms,stop
MS,Wayne,county,7/20/20,Outdoor and Recreation,stop
IA,Polk,county,9/20/20,Food and Drink,stop
NE,Dakota,county,5/11/20,Shelter in Place,stop
NE,Garfield,county,5/11/20,Shelter in Place,stop
NC,,state,5/22/20,Food and Drink,stop
AK,,state,5/8/20,Gyms,stop
MS,Grenada,county,7/20/20,Day Care,stop
MA,,state,5/18/20,Non-Essential Businesses,stop
AL,,state,4/30/20,Non-Essential Businesses,stop
GA,Gwinnett County,county,4/13/20,Shelter in Place,stop
MS,DeSoto,county,7/20/20,Food and Drink,stop
NH,,state,5/11/20,Non-Essential Businesses,stop
HI,,state,6/19/20,Gyms,stop
HI,Honolulu,county,10/31/20,Phase 1,stop
NE,Boyd,county,5/11/20,Shelter in Place,stop
NE,Cherry,county,5/11/20,Shelter in Place,stop
TX,Williamson County,county,4/30/20,Shelter in Place,stop
MO,St. Louis city,county,4/22/20,Shelter in Place,stop
GA,DeKalb County,county,3/28/20,Shelter in Place,start
SC,,state,3/17/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
MS,Wayne,county,7/13/20,Houses of Worship,start
MO,Pike County,county,4/5/20,Shelter in Place,start
OH,Trumbull,county,7/8/20,Mask Requirement,start
PA,Berks,county,6/26/20,Phase 2,start
OR,Clackamas,county,5/23/20,New Phase,start
DE,,state,3/27/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
ND,Wells,county,9/3/20,Food and Drink,start
GA,Lowndes County,county,3/24/20,Shelter in Place,start
ME,Cumberland,county,6/1/20,Food and Drink,start
TX,San Jacinto County,county,3/25/20,Shelter in Place,start
MI,,state,3/20/20,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start
PA,Luzerne County,county,3/27/20,Shelter in Place,start
WA,,state,3/25/20,Non-Essential Businesses,start
CA,Ventura,county,10/6/20,Houses of Worship,start
ID,Ada,county,6/24/20,Childcare (K-12),start
NH,Sullivan,county,6/15/20,Food and Drink,start
ND,McLean,county,9/3/20,Outdoor and Recreation,start
TX,McLennan County,county,3/23/20,Shelter in Place,start
NY,,state,3/16/20,Entertainment,start
MT,,state,3/20/20,Gyms,start
ND,Benson,county,9/3/20,Non-Essential Businesses,start
AK,,state,3/17/20,Allow Audio Only Telehealth,start
DE,,state,3/19/20,Gyms,start
ND,Benson,county,9/3/20,Childcare (K-12),start
TX,Edwards,county,7/3/20,Mask Requirement,start
ND,Pembina,county,9/3/20,Food and Drink,start
AL,,state,4/4/20,Shelter in Place,start
CA,Ventura County,county,3/17/20,Shelter in Place,start
NE,Gage,county,4/3/20,Shelter in Place,start
ND,Williams,county,9/3/20,Outdoor and Recreation,start
KS,Leavenworth County,county,3/24/20,Shelter in Place,start
KS,,state,6/22/20,Allow Audio Only Telehealth,start
MD,,state,4/18/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
TX,Lipscomb,county,7/3/20,Mask Requirement,start
PA,Lancaster,county,6/26/20,Phase 2,start
MO,Lincoln County,county,3/29/20,Shelter in Place,start
DE,,state,4/28/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
OH,Athens,county,7/23/20,Public Health Advisory System,start
PA,Huntingdon,county,6/19/20,Phase 2,start
CO,La Plata,county,9/25/20,Outdoor and Recreation,start
ME,Hancock,county,5/18/20,Food and Drink,start
MD,,state,4/18/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
OR,,state,3/24/20,Entertainment,start
CO,La Plata,county,9/25/20,Mask Requirement,start
LA,,state,3/23/20,Shelter in Place,start
GA,,state,4/20/20,Resumed Elective Medical Procedures,start
LA,,state,3/11/20,State of Emergency,start
DC,,state,3/16/20,Food and Drink,start
CO,Archuleta,county,9/25/20,Outdoor and Recreation,start
TX,Hidalgo County,county,3/26/20,Shelter in Place,start
UT,,state,3/25/20,Allow Audio Only Telehealth,start
CT,,state,4/3/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
HI,,state,3/17/20,Food and Drink,start
IA,Polk,county,8/27/20,Food and Drink,start
VT,,state,3/25/20,Entertainment,start
MI,Luce,county,7/31/20,Entertainment,start
TX,Rockwall County,county,3/24/20,Shelter in Place,start
TX,Caldwell County,county,3/31/20,Shelter in Place,start
DE,,state,3/13/20,State of Emergency,start
TX,,state,3/31/20,Entertainment,start
VT,,state,3/20/20,Reopened ACA Enrollment Using a Special Enrollment Period,start
AK,Haines Borough,county,3/25/20,Shelter in Place,start
CA,Los Angeles County,county,3/21/20,Shelter in Place,start
NE,Clay,county,3/31/20,Shelter in Place,start
OH,Montgomery,county,7/23/20,Public Health Advisory System,start
TX,Trinity County,county,3/31/20,Shelter in Place,start
WI,Dane,county,7/13/20,Mask Requirement,start
ND,Billings,county,9/3/20,Food and Drink,start
ME,Somerset,county,5/11/20,Non-Essential Businesses,start
MS,Lauderdale County,county,3/31/20,Shelter in Place,start
WA,,state,3/23/20,Shelter in Place,start
NE,Jefferson,county,4/3/20,Shelter in Place,start
FL,Miami-Dade,county,7/9/20,Food and Drink,start
MS,Washington,county,7/13/20,Food and Drink,start
TX,San Augustine County,county,3/30/20,Shelter in Place,start
VA,,state,3/23/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
TX,Irion,county,7/3/20,Mask Requirement,start
WA,,state,3/19/20,Suspended Elective Medical Dental Procedures,start
ME,,state,3/25/20,Non-Essential Businesses,start
MS,Grenada,county,7/13/20,Outdoor and Recreation,start
TX,,state,3/26/20,Order Freezing Utility Shut Offs,start
TX,Harris County,county,3/24/20,Shelter in Place,start
TX,Runnels,county,7/3/20,Mask Requirement,start
RI,,state,3/9/20,State of Emergency,start
SD,,state,3/23/20,Allow Expand Medicaid Telehealth Coverage,start
IL,,state,5/1/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
MS,Washington,county,7/13/20,Outdoor and Recreation,start
MS,Jackson,county,7/13/20,Childcare (K-12),start
PA,Lawrence County,county,3/31/20,Shelter in Place,start
KY,,state,3/25/20,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start
IN,Cass,county,5/18/20,Phase 2,start
NJ,,state,3/21/20,Shelter in Place,start
ME,,state,3/20/20,Allow Expand Medicaid Telehealth Coverage,start
PA,Mifflin,county,6/12/20,Phase 2,start
CA,Yuba County,county,3/18/20,Shelter in Place,start
CA,Merced County,county,3/20/20,Shelter in Place,start
IL,,state,3/23/20,Day Care,start
WA,,state,3/16/20,Food and Drink,start
WY,,state,3/19/20,Childcare (K-12),start
MN,,state,6/1/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
PA,Northampton County,county,3/25/20,Shelter in Place,start
MD,,state,3/30/20,Day Care,start
ME,Oxford,county,5/11/20,Non-Essential Businesses,start
CA,,state,4/22/20,Resumed Elective Medical Procedures,start
MS,Wayne,county,7/13/20,Entertainment,start
PA,Carbon,county,6/12/20,Phase 2,start
TX,Hunt County,county,3/24/20,Shelter in Place,start
MA,,state,3/10/20,State of Emergency,start
NE,Saline,county,4/3/20,Shelter in Place,start
MI,Montmorency,county,7/31/20,Outdoor and Recreation,start
KS,Riley County,county,3/29/20,Shelter in Place,start
TX,Fisher,county,7/3/20,Mask Requirement,start
MN,,state,3/17/20,Gyms,start
IN,,state,3/25/20,Entertainment,start
OR,Baker,county,6/6/20,Food and Drink,start
PA,,state,3/27/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
MS,Winston,county,7/25/20,Phase 3,start
OH,Lorain,county,7/23/20,Public Health Advisory System,start
TX,,state,3/31/20,Shelter in Place,start
NE,Custer,county,4/3/20,Shelter in Place,start
ID,Canyon,county,10/27/20,Phase 3,start
MO,,state,3/23/20,Childcare (K-12),start
OR,Baker,county,6/6/20,Outdoor and Recreation,start
ND,LaMoure,county,9/3/20,Childcare (K-12),start
MS,Jefferson,county,7/13/20,Childcare (K-12),start
DE,,state,3/16/20,Childcare (K-12),start
MD,,state,3/16/20,Childcare (K-12),start
TX,King,county,7/3/20,Mask Requirement,start
KS,,state,7/3/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
NE,Sarpy,county,3/18/20,Shelter in Place,start
MS,,state,3/14/20,State of Emergency,start
MD,,state,3/26/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
TX,,state,3/19/20,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start
IL,Madison,county,8/18/20,Entertainment,start
MI,Manistee,county,7/31/20,Outdoor and Recreation,start
GA,Fulton County,county,4/1/20,Shelter in Place,start
CO,,state,3/20/20,Order Freezing Utility Shut Offs,start
OH,Lorain,county,7/10/20,Mask Requirement,start
UT,,state,4/10/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
MI,Marquette,county,7/31/20,Entertainment,start
NV,,state,3/17/20,Reopened ACA Enrollment Using a Special Enrollment Period,start
NY,Kings,county,6/8/20,Non-Essential Businesses,start
VT,,state,3/18/20,Childcare (K-12),start
NM,,state,3/13/20,Nursing Homes,start
TX,Throckmorton,county,7/3/20,Mask Requirement,start
CA,Kings County,county,3/31/20,Shelter in Place,start
GA,,state,3/18/20,Childcare (K-12),start
CO,,state,3/26/20,Shelter in Place,start
ME,Androscoggin,county,6/1/20,Food and Drink,start
MO,Iron County,county,4/6/20,Shelter in Place,start
NC,Henderson County,county,3/28/20,Shelter in Place,start
ME,,state,4/2/20,Shelter in Place,start
WI,,state,8/1/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
TX,Rains,county,7/3/20,Mask Requirement,start
MO,Dade County,county,4/2/20,Shelter in Place,start
HI,,state,3/26/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
MO,Jackson,county,10/9/20,Day Care,start
ND,Barnes,county,9/3/20,Childcare (K-12),start
MN,,state,3/27/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
KY,,state,5/11/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
ID,Washington,county,10/27/20,Food and Drink,start
MI,Alpena,county,7/31/20,Outdoor and Recreation,start
NC,Mecklenburg County,county,3/26/20,Shelter in Place,start
MO,,state,3/26/20,Allow Audio Only Telehealth,start
UT,,state,3/27/20,Shelter in Place,start
GA,,state,4/3/20,Entertainment,start
ND,Pierce,county,9/3/20,Childcare (K-12),start
TX,Callahan County,county,4/8/20,Shelter in Place,start
FL,,state,5/8/20,Resumed Elective Medical Procedures,start
AZ,,state,3/23/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
VA,,state,5/29/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
CA,Sonoma County,county,3/18/20,Shelter in Place,start
ID,,state,3/25/20,Entertainment,start
MI,Charlevoix,county,7/31/20,Entertainment,start
TX,Roberts,county,7/3/20,Mask Requirement,start
GA,Douglas County,county,3/26/20,Shelter in Place,start
KY,,state,4/1/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
GA,,state,3/18/20,Allow Audio Only Telehealth,start
CO,Archuleta,county,9/25/20,Mask Requirement,start
TX,Comal County,county,4/3/20,Shelter in Place,start
AL,,state,3/13/20,State of Emergency,start
TX,Mills,county,7/3/20,Mask Requirement,start
MI,Schoolcraft,county,7/31/20,Outdoor and Recreation,start
CO,San Miguel County,county,3/19/20,Shelter in Place,start
MI,Alger,county,7/31/20,Entertainment,start
LA,,state,4/27/20,Resumed Elective Medical Procedures,start
MS,Washington,county,7/13/20,Childcare (K-12),start
TX,Lynn,county,7/3/20,Mask Requirement,start
MN,,state,3/24/20,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start
UT,Davis County,county,4/1/20,Shelter in Place,start
NH,,state,3/17/20,Order Freezing Utility Shut Offs,start
VA,,state,3/25/20,Gyms,start
MS,Harrison,county,7/13/20,Entertainment,start
NY,,state,3/20/20,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start
ND,Nelson,county,9/3/20,Outdoor and Recreation,start
TX,Robertson County,county,3/25/20,Shelter in Place,start
ME,Cumberland,county,6/1/20,Non-Essential Businesses,start
ND,Pierce,county,9/3/20,Phase 5,start
TX,Coke,county,7/3/20,Mask Requirement,start
MS,Harrison,county,7/13/20,Food and Drink,start
IL,,state,3/17/20,Childcare (K-12),start
FL,Miami-Dade,county,7/9/20,Personal Care,start
CT,,state,3/12/20,Order Freezing Utility Shut Offs,start
MA,,state,3/12/20,Allow Expand Medicaid Telehealth Coverage,start
ND,Barnes,county,9/3/20,Phase 3,start
MS,,state,3/20/20,Childcare (K-12),start
CO,Chaffee,county,10/6/20,Entertainment,start
MS,Wayne,county,7/13/20,Food and Drink,start
TX,Cottle,county,7/3/20,Mask Requirement,start
MI,Leelanau,county,7/31/20,Outdoor and Recreation,start
LA,,state,3/23/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
MI,Iron,county,7/31/20,Outdoor and Recreation,start
TX,Sherman,county,7/3/20,Mask Requirement,start
MO,Perry County,county,3/26/20,Shelter in Place,start
SC,Williamsburg County,county,3/27/20,Shelter in Place,start
UT,Wayne,county,6/19/20,Phase 4,start
TX,,state,3/19/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
NC,Pitt County,county,3/25/20,Shelter in Place,start
MI,,state,3/14/20,Nursing Homes,start
VA,,state,5/29/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
OH,Delaware,county,7/23/20,Public Health Advisory System,start
SC,,state,4/1/20,Non-Essential Businesses,start
MO,Jackson,county,5/11/20,Outdoor and Recreation,start
MD,,state,3/16/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
NE,Colfax,county,4/3/20,Shelter in Place,start
LA,,state,3/23/20,Non-Essential Businesses,start
TX,,state,3/21/20,Gyms,start
IL,LaSalle,county,6/26/20,Manufacturing,start
TX,Walker County,county,4/9/20,Shelter in Place,start
MO,,state,4/3/20,Non-Essential Businesses,start
NC,,state,3/17/20,Food and Drink,start
AL,,state,3/19/20,Food and Drink,start
NY,,state,3/1/20,Allow Expand Medicaid Telehealth Coverage,start
AL,,state,3/28/20,Gyms,start
NV,,state,6/26/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
NE,Dakota,county,4/3/20,Shelter in Place,start
IA,Black Hawk,county,8/27/20,Food and Drink,start
MO,Jackson,county,5/11/20,Food and Drink,start
OH,,state,3/18/20,Suspended Elective Medical Dental Procedures,start
OH,,state,4/22/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
WY,,state,5/20/20,Renter Grace Period Or Use Of Security Deposit To Pay Rent,start
ND,Rolette,county,9/3/20,Outdoor and Recreation,start
OH,Pickaway,county,7/23/20,Public Health Advisory System,start
FL,Hillsborough County,county,4/30/20,Shelter in Place,stop
TX,Webb County,county,4/30/20,Shelter in Place,stop
TX,,state,5/1/20,Food and Drink,stop
IN,,state,6/1/20,Gyms,stop
MS,Winston,county,8/3/20,Phase 3,stop
MS,Hinds,county,7/20/20,Non-Essential Businesses,stop
NH,,state,6/1/20,Gyms,stop
KS,Lyon County,county,4/25/20,Shelter in Place,stop
HI,,state,5/7/20,Non-Essential Businesses,stop
IA,Linn,county,9/20/20,Food and Drink,stop
NC,Forsyth County,county,4/16/20,Shelter in Place,stop
NE,Franklin,county,5/11/20,Shelter in Place,stop
TX,Polk County,county,4/30/20,Shelter in Place,stop
IN,,state,5/18/20,Food and Drink,stop
NE,Hayes,county,5/11/20,Shelter in Place,stop
NE,Brown,county,5/11/20,Shelter in Place,stop
TX,Denton County,county,4/30/20,Shelter in Place,stop
PA,Lackawanna County,county,4/30/20,Shelter in Place,stop
MS,Claiborne,county,7/20/20,Childcare (K-12),stop
CT,,state,5/20/20,Shelter in Place,stop
NE,Frontier,county,5/11/20,Shelter in Place,stop
NE,,state,5/18/20,Non-Essential Businesses,stop
MN,,state,6/10/20,Gyms,stop
MO,McDonald County,county,4/30/20,Shelter in Place,stop
MD,,state,6/19/20,Gyms,stop
TX,Collin County,county,3/31/20,Shelter in Place,stop
TX,Nolan County,county,4/13/20,Shelter in Place,stop
NE,Lincoln,county,5/11/20,Shelter in Place,stop
GA,Pickens County,county,4/7/20,Shelter in Place,stop
TX,Bexar,county,6/4/20,Personal Care,stop
OH,,state,5/29/20,Shelter in Place,stop
CA,Ventura County,county,5/15/20,Shelter in Place,stop
MS,DeSoto,county,7/20/20,Entertainment,stop
AR,,state,5/4/20,Gyms,stop
TX,Jim Wells County,county,4/27/20,Shelter in Place,stop
NE,Jefferson,county,5/11/20,Shelter in Place,stop
TX,Brazos County,county,4/21/20,Shelter in Place,stop
KS,Morris County,county,4/25/20,Shelter in Place,stop
MS,DeSoto,county,7/20/20,Non-Essential Businesses,stop
RI,,state,5/9/20,Non-Essential Businesses,stop
MO,Osage County,county,5/1/20,Shelter in Place,stop
NY,Cattaraugus,county,6/30/20,Phase 3,stop
NJ,,state,5/18/20,Non-Essential Businesses,stop
FL,Palm Beach,county,7/5/20,Food and Drink,stop
CO,Jefferson County,county,3/26/20,Shelter in Place,stop
MO,St. Louis County,county,4/22/20,Shelter in Place,stop
OR,Umatilla County,county,8/21/20,Shelter in Place,stop
MS,Madison,county,7/20/20,Outdoor and Recreation,stop
MO,Lafayette County,county,4/30/20,Shelter in Place,stop
ID,,state,5/16/20,Gyms,stop
KS,Wyandotte County,county,4/23/20,Shelter in Place,stop
TX,Rockwall County,county,4/30/20,Shelter in Place,stop
MO,Chariton County,county,4/24/20,Shelter in Place,stop
MO,Pike County,county,4/30/20,Shelter in Place,stop
MS,Jefferson,county,7/20/20,Outdoor and Recreation,stop
MS,Sunflower,county,7/20/20,Childcare (K-12),stop
MO,Crawford County,county,4/30/20,Shelter in Place,stop
NE,Wheeler,county,5/11/20,Shelter in Place,stop
TX,Fort Bend County,county,4/30/20,Shelter in Place,stop
NE,Perkins,county,5/11/20,Shelter in Place,stop
CA,Riverside County,county,4/30/20,Shelter in Place,stop
ID,,state,5/1/20,Non-Essential Businesses,stop
CO,Adams County,county,3/26/20,Shelter in Place,stop
HI,Maui County,county,4/30/20,Shelter in Place,stop
TX,Kleberg County,county,4/30/20,Shelter in Place,stop
TX,Hidalgo County,county,4/30/20,Shelter in Place,stop
TX,San Jacinto County,county,4/19/20,Shelter in Place,stop
PA,Erie County,county,4/6/20,Shelter in Place,stop
MS,Jefferson,county,7/20/20,Food and Drink,stop
NE,Sioux,county,5/11/20,Shelter in Place,stop
NE,,state,5/18/20,Gyms,stop
NE,Dawson,county,5/11/20,Shelter in Place,stop
TX,Deaf Smith County,county,5/7/20,Shelter in Place,stop
CO,,state,5/27/20,Food and Drink,stop
NY,,state,5/15/20,Non-Essential Businesses,stop
CA,Sonoma County,county,5/3/20,Shelter in Place,stop
IN,Cass,state,6/1/20,Phase 2,stop
MS,Harrison,county,7/20/20,Entertainment,stop
NE,Merrick,county,5/6/20,Shelter in Place,stop
NE,Webster,county,5/11/20,Shelter in Place,stop
HI,Honolulu,county,10/31/20,Mask Requirement,stop
MS,Harrison,county,7/20/20,Outdoor and Recreation,stop
TX,Comal County,county,4/30/20,Shelter in Place,stop
MO,Clark County,county,4/30/20,Shelter in Place,stop
KS,Leavenworth County,county,4/23/20,Shelter in Place,stop
MS,Rankin,county,7/20/20,Non-Essential Businesses,stop
MS,Jefferson,county,7/20/20,Entertainment,stop
WV,Monongalia,county,8/20/20,Food and Drink,stop
NC,Buncombe County,county,4/9/20,Shelter in Place,stop
MS,Jackson,county,7/20/20,Childcare (K-12),stop
MS,Madison,county,7/20/20,Manufacturing,stop
MS,Claiborne,county,7/20/20,Outdoor and Recreation,stop
SC,,state,5/4/20,Food and Drink,stop
PA,Franklin County,county,4/30/20,Shelter in Place,stop
AK,Haines Borough,county,4/15/20,Shelter in Place,stop
OH,,state,5/20/20,Gyms,stop
MI,,state,6/8/20,Food and Drink,stop
NY,,state,6/22/20,Food and Drink,stop
MN,,state,4/27/20,Non-Essential Businesses,stop
TX,Presidio County,county,4/7/20,Shelter in Place,stop
IN,Marion County,county,5/15/20,Shelter in Place,stop
MS,Grenada,county,7/20/20,Non-Essential Businesses,stop
MO,Perry County,county,4/24/20,Shelter in Place,stop
GA,Fulton,county,4/30/20,Outdoor and Recreation,stop
NE,Sheridan,county,5/11/20,Shelter in Place,stop
NE,Richardson,county,5/11/20,Shelter in Place,stop
NE,Garden,county,5/11/20,Shelter in Place,stop
TX,Llano County,county,4/20/20,Shelter in Place,stop
MS,Washington,county,7/20/20,Houses of Worship,stop
UT,Uintah,county,6/19/20,Phase 4,start
CT,,state,4/20/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
NC,Guilford County,county,3/27/20,Shelter in Place,start
PA,,state,3/17/20,Nursing Homes,start
CT,,state,3/23/20,Shelter in Place,start
ND,,state,3/20/20,Gyms,start
VA,,state,3/16/20,Childcare (K-12),start
IN,Cass,county,6/1/20,Phase 3,start
PA,,state,4/19/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
MS,Washington,county,7/13/20,Houses of Worship,start
PA,,state,3/6/20,State of Emergency,start
HI,Honolulu,county,9/24/20,Outdoor and Recreation,start
AZ,,state,5/1/20,Resumed Elective Medical Procedures,start
TX,Cochran,county,7/3/20,Mask Requirement,start
OH,,state,4/29/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
KY,,state,3/16/20,Order Freezing Utility Shut Offs,start
PA,York County,county,3/27/20,Shelter in Place,start
ME,,state,3/25/20,Gyms,start
UT,,state,4/10/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
NH,Belknap,county,6/15/20,Food and Drink,start
NC,Rutherford County,county,3/28/20,Shelter in Place,start
ND,Billings,county,9/3/20,Outdoor and Recreation,start
WA,,state,2/29/20,State of Emergency,start
PA,,state,3/17/20,Food and Drink,start
MA,,state,3/13/20,Order Freezing Utility Shut Offs,start
CA,,state,6/18/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
DC,,state,4/3/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
TX,Leon County,county,3/30/20,Shelter in Place,start
WA,,state,3/19/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
TX,,state,3/21/20,Food and Drink,start
ND,Williams,county,9/3/20,Childcare (K-12),start
UT,Beaver,county,6/19/20,Phase 4,start
CO,,state,3/26/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
CA,Alameda,county,6/8/20,Day Care,start
CO,Chaffee,county,10/6/20,Phase 2,start
VT,,state,3/13/20,Nursing Homes,start
MS,,state,3/24/20,Gyms,start
MS,Claiborne,county,7/13/20,Entertainment,start
ND,Nelson,county,9/3/20,Food and Drink,start
CA,Sacramento County,county,3/19/20,Shelter in Place,start
TX,Refugio County,county,4/1/20,Shelter in Place,start
LA,,state,3/23/20,Allow Audio Only Telehealth,start
OK,,state,4/1/20,Non-Essential Businesses,start
VI,,state,3/25/20,Shelter in Place,start
